name,Tc,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number
Ca1Fe0.88Co0.12As1H1,23.2,5,0.486621002,0.386083975,0.321691611,0.297867886,0.281518889,20.03,32,9.53
Sr0.5Eu0.5Fe1.76Co0.24As2,8.45,5,0.553360642,0.478742077,0.435493631,0.42007235,0.409949313,33.748,37,6.7008
Sn1Ti3,0,2,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,29,28,10.5
Sr2Cu1C0.82B0.12O5,30,5,0.619638341,0.573183543,0.560473526,0.559416205,0.559289987,16.83668904,33,12.19014159
La1.85Sr0.15Cu0.995Ni0.005O4,34.50333333,5,0.645787764,0.592432975,0.573933885,0.571802175,0.571454209,24.59214286,49,18.96244898
Cd0.9Mg0.1,0.138,2,0.905538514,0.900411335,0.900003048,0.900000027,0.9,44.4,36,6.48
Ni3Th7,1.975,2,0.761577311,0.717905435,0.702012551,0.700265258,0.700014632,71.4,62,26.04
La0.99Y0.01Fe0.995Mn0.005As1F0.11O0.89,7.5,7,0.485698595,0.3853304,0.32090177,0.29700179,0.280549215,30.98125,49,13.92875
Ag2Pd3S1,1.13,3,0.623609564,0.550321208,0.512897481,0.504110433,0.500861217,41.33333333,31,8.444444444
Sb2Te3,4.942,2,0.721110255,0.654213262,0.615030331,0.604895199,0.60103246,51.6,1,0.48
Ba1Pb0.75Sb0.25O3,3.5,4,0.651920241,0.610464575,0.600610254,0.600044417,0.600001073,30.85,74,27.42
Cr0.09Ir0.91,0.78,2,0.914439719,0.910293348,0.910001722,0.910000012,0.91,72.23,53,8.6814
Y1Ba2Cu2.85Ag0.15O7,90,5,0.60640077,0.554786557,0.539870408,0.538616109,0.538468473,22.82307692,48,15.96331361
Er1Ba2Cu2.85Zn0.06Fe0.09O6.96,46,6,0.605480317,0.553591629,0.538482805,0.537197503,0.537044361,24.88194444,60,18.13245885
Sr1.5Ba0.5Y1Cu2.8Cr0.2O7,0,6,0.597727452,0.551966165,0.539614626,0.538589168,0.538467196,20.46153846,48,13.42011834
Co1Hf2,0.56,2,0.745355993,0.693361274,0.670782206,0.667408235,0.666731742,57,45,20
Lu2.5Sc2.5Ir4Si10,7.915,4,0.596620213,0.542522165,0.527593062,0.526448056,0.526321408,35.68421053,63,26.68975069
Au0.281Ga0.719,1.587,2,0.771959844,0.73303112,0.720306375,0.71914296,0.719005977,44.488,48,19.395744
Nd0.9Ca0.1Ni1O3,0,4,0.657875368,0.612550461,0.600783384,0.600057922,0.60000137,21.6,52,16.384
La1.9Y0.1Ba2Ca0.2Cu4.2O11.72,0,6,0.633884703,0.593042482,0.583221663,0.582568706,0.582507007,22.055666,49,16.41585872
Y0.75Pr0.15Ca0.1Ba2Cu4O8,76.2,6,0.613170268,0.557380767,0.536728113,0.533931212,0.533385445,22.14,51,15.1112
Ca0.3Ba1.45La1.25Cu3O7.05,46.4,5,0.605594311,0.556212391,0.541787136,0.540426284,0.54024041,23.1302682,49,16.49156648
Th1.6Sc0.4C3,6.8,3,0.684689711,0.629355181,0.605095911,0.60104664,0.600111629,34.08,84,35.7888
V2.67Pd0.33Si1,7.5,3,0.717539198,0.679396316,0.668484781,0.667598575,0.667503625,22.6475,32,4.32375
C1Ti0.8W0.2,0,3,0.64807407,0.574889708,0.529187551,0.513786321,0.50512568,19.2,68,13.2
Ce0.85La0.15Ru2,5.35,3,0.726100697,0.683396121,0.668505582,0.666904937,0.666679483,48.61666667,14,6.155555556
Mg0.95Zn0.025Al0.025B2,38.5,4,0.73814708,0.689679949,0.669860015,0.667185052,0.666705637,7.491666667,25,3.322222222
Gd0.91La0.89Sr0.2Cu1O4,13.5,5,0.61710648,0.578677128,0.571671975,0.571438332,0.571428664,25.36714286,56,19.84816327
Eu0.7Sr0.3Ba1.6Pr0.1Cu3O6.91,54,6,0.613749903,0.564872174,0.549731147,0.548207905,0.547990856,23.25773196,55,16.72179664
Ca0.1Ba1.65Nd1.25Cu3O6.67,0,5,0.599966236,0.545519319,0.528484364,0.526724862,0.526458292,24.44830308,52,17.38832073
La1.82Sr0.18Cu1O3.994,34,4,0.644152273,0.591348325,0.573398128,0.571398177,0.571083006,24.52559337,49,18.87424075
Gd0.2Pr0.8Ba2Cu3O7,0,5,0.609005397,0.556441601,0.540214279,0.538677531,0.538472989,24.23076923,56,17.47928994
Ir0.49Os0.21Rh0.3,0.27,3,0.61171889,0.535906403,0.499473886,0.492407341,0.490371589,67.19,32,13.314
Cu0.7In0.01Nb0.29,9.04,3,0.757759856,0.716213402,0.701700271,0.700209272,0.700010425,32.68,20,5.152
Ba1Pb0.85Sb0.15O3,1.4,4,0.655591336,0.61174988,0.60071129,0.600051744,0.600001216,31.47,74,28.164
Ho0.7Dy0.3Ni2B2C1,5.83,5,0.515859585,0.431633711,0.384289891,0.368251768,0.357275754,23.11666667,62,17.78333333
Sm0.8Pr0.2Ba2Cu3O6.65,21,5,0.601531164,0.546057501,0.527898974,0.525993503,0.525710369,24.79051383,54,17.65326751
La1.7Eu0.2Sr0.15Cu1O4,0,5,0.633591792,0.584368881,0.569050257,0.567583605,0.567386848,24.9929078,55,19.28273226
Ca8La2Pt3.3Fe9.7As18,29.4,5,0.543732884,0.473154011,0.444422718,0.440060044,0.439128158,33.6,58,9.430243902
Bi0.0105Pb0.9895,7.214,2,0.989555708,0.989500394,0.9895,0.9895,0.9895,82.0105,1,0.0207795
Sm1.5Ba1.5Cu3O7.22,0,4,0.612793928,0.562001946,0.547572126,0.546311497,0.546150603,24.33888048,54,17.84670455
Eu1.2Ba1.8Cu3O7.18,42,4,0.612796489,0.56121752,0.546266063,0.544942764,0.544773683,24.34294385,55,17.80612092
Ba0.7K0.3Fe1.66Co0.34As2,12,5,0.545937725,0.470069101,0.427805893,0.413987469,0.405812349,32.648,37,6.82016
Nd1Fe1As1F0.3O0.7,46,5,0.473022198,0.374814723,0.314894852,0.29361942,0.279292472,31.825,52,14.675
Ho1Pd2P2,0,3,0.6,0.514256318,0.460906324,0.441881842,0.428730313,37.8,52,18.24
Ce1Co0.6Ru0.4In5,1.8,4,0.735679611,0.716715535,0.714335445,0.714287059,0.714285722,48.11428571,31,4.089795918
Pr1Pt4Ge9.5Sb2.5,0.69,4,0.626684581,0.575818161,0.560435761,0.559017613,0.558833404,47.20588235,46,16.99480969
Ca8.03Pr1.97Pt3Fe10As18,25,5,0.54612463,0.474957858,0.445066694,0.440259133,0.439160866,33.28853659,58,9.013949911
Ni24Zr76,3.115,2,0.796994354,0.76789553,0.760476746,0.760033997,0.76000075,37.12,12,4.3776
Cs2Mo6Se6,0,3,0.622699849,0.543278923,0.492501721,0.473196673,0.459331873,40.42857143,21,5.510204082
La1.81Sr0.19Cu0.99Zn0.01O4,19,5,0.643529807,0.591286722,0.573684974,0.571749772,0.571449183,24.48571429,49,18.84081633
Th1Pt2Si2,1.1,3,0.6,0.514256318,0.460906324,0.441881842,0.428730313,54.8,76,32.64
Fe0.5Ba2Yb1Cu2.5O7.45,72,5,0.608587768,0.564741346,0.55453275,0.553949264,0.553904456,24.3197026,62,18.07907575
Hg2K1,1.2,2,0.745355993,0.693361274,0.670782206,0.667408235,0.666731742,59.66666667,61,27.11111111
Sr0.14Ca0.86Cu1O2,0,4,0.599958332,0.532044141,0.504513044,0.50074882,0.500059602,16.88,30,8.88
Sn0.1Tl0.9,3.5,2,0.905538514,0.900411335,0.900003048,0.900000027,0.9,77.9,31,5.58
Y0.4Pr0.6Ba2Cu4O8,37.875,5,0.612898397,0.557334269,0.536727639,0.533931208,0.533385445,22.86666667,51,15.85777778
Th0.9Y0.1,1.51,2,0.905538514,0.900411335,0.900003048,0.900000027,0.9,84.9,51,9.18
Sm1Fe0.85Ir0.25As1O1,0,5,0.47451406,0.374836362,0.312353206,0.28951853,0.273960982,35.20731707,69,18.16627008
Rb0.23W1O3,3.25,3,0.749558121,0.717973698,0.709802994,0.709266178,0.709221059,25.17966903,66,24.36832487
Y0.95Ca0.05Ba2Cu2.95Ni0.05O6.83,82,6,0.605039799,0.550921594,0.53416872,0.532573147,0.532358338,22.73109899,48,15.70537195
Ba1Fe1.868Co0.094Cu0.038As2,15.55,5,0.583085037,0.498868154,0.446962474,0.428835936,0.416723279,34.8416,30,8.46336
Hg8K1,3.42,2,0.895806416,0.889467216,0.888894314,0.888888949,0.888888889,73.22222222,61,12.04938272
As1Cr1,1.838,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,28.5,9,4.5
Pd1Se1,0,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,40,12,6
Mg1B1.958C0.042,37.7,3,0.732994467,0.68045145,0.657140748,0.653508495,0.652745431,7.347333333,7,3.101777778
Er1Ga6,0,2,0.868966076,0.858463572,0.857164902,0.857143295,0.857142859,36.28571429,37,9.06122449
Ce1Ir1In4.946Hg0.054,0.476,4,0.734927902,0.710443638,0.70666689,0.706574217,0.706571445,54.52485714,31,7.807412408
Y0.8Pr0.2Ba2Cu3O6.85,45.2,5,0.605817958,0.552028615,0.535006194,0.533322723,0.533088007,23.09727626,51,16.09592878
S1.005Sc1,5.37,2,0.70710898,0.629964443,0.574356321,0.552055056,0.535901727,18.49376559,5,2.499984453
Y1Ba1.72La0.28Cu4O8,18.9,5,0.611143918,0.556643566,0.536676748,0.533928231,0.533385405,22.08533333,49,15.02435556
Lu4.9Sc0.1Ir4Si10,5.835,4,0.622789721,0.556428482,0.53030614,0.526946647,0.526363285,42,63,29.69473684
Na1Fe0.995Co0.005As1,9.81,4,0.576392035,0.479951287,0.414556188,0.389333468,0.371430264,23.335,22,8.223333333
Er0.55Ca0.3Hf0.15Ba2Cu3O7.05,72.2,6,0.608785616,0.557744028,0.5419256,0.540436049,0.540240584,23.72413793,64,17.16052319
Nb25Ti74Zr1,7.4,3,0.781152994,0.7493921,0.74065019,0.740053088,0.740001433,26.93,19,7.2964
Pr0.8La0.2Os4Sb12,1.7225,4,0.745644794,0.714560626,0.706462558,0.705928453,0.705883548,57.32941176,25,8.943391003
La1.75Sr0.25Cu0.9Fe0.1O4,0,5,0.637997505,0.589049273,0.57331392,0.571681064,0.571443269,24.27857143,49,18.60408163
Y1Ba1Sr1Cu3O6.93,80.8,5,0.599193644,0.551605911,0.537602622,0.536181058,0.535975265,21.30239753,48,14.2591825
Bi2Sr2Ca0.8La0.2Cu2O8.26,88.45,6,0.589440708,0.549023495,0.541555344,0.541295728,0.541284516,25.78505898,75,19.86010935
Nb3Rh2,4.04,2,0.721110255,0.654213262,0.615030331,0.604895199,0.60103246,42.6,4,1.92
Nb0.48Rh0.52,3.76,2,0.707672241,0.630966853,0.576176896,0.55466406,0.539652622,43.08,4,1.9968
Nb1.5Mo1.5Al1,4.9,3,0.58630197,0.494736451,0.436290709,0.415743132,0.402262187,34.375,29,10.6875
Al0.14Au0.86,0.385,2,0.871320836,0.86123493,0.860019663,0.860000372,0.860000001,69.76,66,15.8928
Pd16.5Sb83.5,4.9,2,0.851146286,0.837142121,0.83505031,0.835001403,0.835000008,50.175,5,1.37775
La1.85Sr0.15Cu0.971Ni0.029O4,11.6,5,0.645054688,0.592240331,0.573921593,0.571801423,0.571454197,24.58871429,49,18.95853061
Y1Os1B2,2.22,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,31.25,71,26.25
Bi2Cr1,0,2,0.745355993,0.693361274,0.670782206,0.667408235,0.666731742,63.33333333,59,26.22222222
Nd0.65Pr0.35Ba1Ca1Cu3O7,10,6,0.598543597,0.553385528,0.540023091,0.538665774,0.538472794,21.43461538,52,14.6887574
Y1Ba2Cu2.95Ga0.05O6.69,88,5,0.602520558,0.546797542,0.529188957,0.527446714,0.527201713,22.98029945,48,15.7948311
La2.916Pr0.084Tl1,7.7,3,0.770961737,0.738677178,0.729690239,0.729058078,0.72900164,63.042,24,8.979
Si0.28Ta0.72,0,2,0.772528317,0.733847206,0.721276293,0.720138281,0.720005696,56.48,59,23.7888
Y2Ba4Cu7O14.33,22,4,0.606054918,0.547905296,0.527396205,0.52483787,0.524372935,22.67252104,48,15.38655152
K0.46Zr1N1Cl1,15,4,0.51794617,0.421295359,0.360530855,0.338200422,0.322583513,21.02312139,33,10.969294
Bi1Na1,2.25,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,47,72,36
Y1Ba1.6Sr0.4Cu3O6.8,88.5,5,0.599886057,0.548777388,0.53309691,0.531499672,0.531264866,22.28125,48,15.17382813
Rh16Ir1S15,4.08,3,0.686078075,0.610935895,0.557554597,0.536450264,0.521532793,32.40625,61,15.38085938
Co0.5Fe0.5Ti1,3.3,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,24.25,5,2.25
Y0.9Ca0.1Ba2Cu2.75Co0.25O7.03,76.9,6,0.603644505,0.55440235,0.540712139,0.539643797,0.539528889,22.39754413,48,15.57244661
Au0.875Sn0.125,0.33,2,0.883883476,0.875849515,0.875010412,0.875000152,0.875,75.375,29,6.34375
Ga25Nb75,17.6,2,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,38.5,10,3.75
Y1.2Th0.8C2.9,15.8,3,0.660985091,0.609427722,0.593452963,0.592022464,0.591845595,27.79591837,84,25.79925031
Nb1Sn1Ta2,10.8,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,59.25,32,13.75
Y1Ba2Cu2.2Co0.8O6.91,0,5,0.591071565,0.545930722,0.535819412,0.535282478,0.535244791,22.5933385,48,15.62199365
Ir0.95Re0.02,0.112,2,0.979598457,0.979384489,0.979381444,0.979381443,0.979381443,76.95876289,2,0.080773727
La1.75Nd0.1Sr0.15Cu1O4,31.75,5,0.640392099,0.589773089,0.57335892,0.571683656,0.571443305,24.63571429,52,19.0122449
Bi1.8Pb0.3Sr2Ca2Cu3O10,108,6,0.574319538,0.531951865,0.52390102,0.523578938,0.523560531,23.92670157,75,17.4995203
Bi0.2Pb0.4La1.2Sr1.3Cu1.9O5.78,75,6,0.589242954,0.546043355,0.536691971,0.536213373,0.536178923,24.9109462,75,18.13455826
Ir1Mo3Nb3Pt1,6.13,4,0.559016994,0.478232796,0.431115837,0.414060607,0.401915729,50.5,37,13.5
Mo0.9Re0.1C1,13.9,3,0.674536878,0.600231392,0.548626447,0.528715053,0.515182196,25.65,69,19.65
Nd1.85Ce0.15Cu1O4.062,0,4,0.648053487,0.595452267,0.57753034,0.575529064,0.575213294,25.65788728,52,20.31332148
La1.8Sr0.2Cu0.94Ni0.06O4,0,5,0.641541511,0.590629719,0.5736028,0.571736341,0.571448055,24.44857143,49,18.79836735
Ba0.78K0.22Fe2As2,23.5,4,0.588448808,0.509012056,0.459893895,0.441679089,0.42871113,33.172,37,7.122336
Sr2Ru0.33Rh0.67O4,0,4,0.647724431,0.595234631,0.574971304,0.572064504,0.571484351,21.81,37,15.78285714
La1.25Ca0.5Ba1.25Cu3O7.137,79.2,5,0.605683893,0.558312531,0.544728774,0.543455279,0.543284078,22.48199741,49,15.92433801
Nb3Sn0.95Ge0.05,18.1,3,0.786805249,0.757857213,0.750477036,0.750034207,0.75000076,43.025,18,3.313125
Sr1Ga1.3Si0.7,3.52,3,0.594418483,0.508018857,0.457699573,0.443297086,0.436461824,29.36666667,24,7.171111111
Re0.15W0.85,2.4,2,0.863133825,0.85155425,0.850029092,0.850000647,0.850000002,74.15,1,0.255
Lu0.6Pr0.4Ba2Cu3O7,56.55,5,0.608227612,0.556323972,0.540212761,0.538677514,0.538472989,24.70769231,63,17.99289941
Ir0.85Pt0.15Te2,0,3,0.726100697,0.683396121,0.668505582,0.666904937,0.666679483,60.38333333,26,11.17777778
Rb0.801Fe1.602Se2,32.4,3,0.609759892,0.528849261,0.481620192,0.466951913,0.458952575,31.63502158,11,4.100524445
Nd2Ba2Cu2Ti1.7Co0.3O10.85,0,6,0.611122393,0.57991156,0.575681162,0.575598791,0.575596825,22.40318302,52,16.65357527
Sr0.7Ca0.2Nb1O3,0,4,0.662244112,0.6222908,0.612832527,0.612288175,0.612245964,19.51020408,33,14.09412745
Ce1Fe1As0.7P0.3O1,4,5,0.473022198,0.374814723,0.314894852,0.29361942,0.279292472,29.9,50,15.135
La0.92Tm0.08Sn3,5.17,3,0.784729253,0.757146502,0.750406402,0.750027326,0.750000552,51.99,19,2.985
La1.72Sr0.28Cu1O4,4.98,4,0.639464061,0.589064397,0.573209334,0.571655178,0.571440974,24.24,49,18.56
Bi2Sr1.6Ca1.2Nd0.2Cu2O8.26,86,6,0.587104765,0.548185724,0.541500952,0.541292846,0.541284483,25.3525557,75,19.62715294
Mg10.5Ir19B17.1,4.8,3,0.593012851,0.504795988,0.450240041,0.43179391,0.420188337,35.93347639,72,33.48772311
Cu1Co1.9Ir0.1S4,0,4,0.648703574,0.593924213,0.57427518,0.571877861,0.571462029,21.71428571,61,6.530612245
Sb0.04Sn0.96,3.76,2,0.960832972,0.960023148,0.960000024,0.96,0.96,50.04,1,0.0768
Li1Hf0.45Zr0.55N1Br1,19,5,0.468041131,0.370596645,0.312847865,0.292746075,0.279057508,24.85,69,19.85
La1.3Ba1.5Ca0.2Cu3O6.72,48,5,0.599438215,0.546569169,0.530248251,0.528571039,0.528318516,23.80974843,49,16.82444326
La1.837Sr0.162Cu1O4,36,4,0.645338751,0.592194157,0.573936237,0.571866312,0.571534117,24.55565081,49,18.92344713
B6Gd1,0,2,0.868966076,0.858463572,0.857164902,0.857143295,0.857142859,13.42857143,59,14.44897959
La2.952Gd0.048In1,3.48,3,0.779286853,0.747442548,0.738657251,0.738053957,0.738001469,55.084,15,3.042
Gd1.55Pr0.3Ce0.15Cu1O4,0,5,0.631082646,0.585241538,0.572534673,0.571540583,0.571432988,26.65714286,56,21.32244898
Ir0.95Pd0.05,0.05,2,0.95131488,0.950046166,0.950000077,0.95,0.95,75.45,31,2.945
N0.85Nb0.66Ti0.34,17.61,3,0.610044964,0.529679633,0.483651175,0.469984668,0.462999144,21.88648649,34,13.67947407
Ce1Co1In4.875Zn0.125,2.14,4,0.725360572,0.700416988,0.696529716,0.696431612,0.69642859,46.80357143,31,6.258290816
C0.7N0.3Sr2Cu1O5.35,35,5,0.625485599,0.583633007,0.573055978,0.572276584,0.572195566,16.48128342,32,11.88366839
Cu0.5Zn0.5Ir2S4,2.195,4,0.646813224,0.594996728,0.574962982,0.572064279,0.571484351,35.35714286,61,23.79591837
B3Re7,3.19,2,0.761577311,0.717905435,0.702012551,0.700265258,0.700014632,54,70,29.4
La1.55Ca0.15Nd0.3Cu1O4,28,5,0.631082646,0.585241538,0.572534673,0.571540583,0.571432988,24.33571429,52,18.85520408
Nb0.25Ta0.75C1,9.8,3,0.637377439,0.564294679,0.521835792,0.509034206,0.502746814,35.5,67,29.5
Y0.3La0.7Ba2Cu3O6.98,82,5,0.608094009,0.5557825,0.539524858,0.537970439,0.537762152,23.60862866,49,16.78709215
Ti0.1Zr0.9,0,2,0.905538514,0.900411335,0.900003048,0.900000027,0.9,38.2,18,3.24
Mg0.85Tl0.15,0,2,0.863133825,0.85155425,0.850029092,0.850000647,0.850000002,22.35,69,17.595
La0.5Sr0.5Ti1O3,0,4,0.64807407,0.609119935,0.600523776,0.600039797,0.600001018,18.7,49,12.84
Al0.108V0.892,1.82,2,0.898514329,0.892527428,0.892004642,0.892000049,0.892,21.92,10,1.92672
Li0.14Zr1N1Cl1,15,4,0.553407525,0.459455147,0.396731021,0.37258945,0.35545324,20.51592357,37,12.41023977
Sr2Y1Ru0.92Cu0.08O6,17.6,5,0.6469374,0.608921502,0.600518533,0.600039662,0.600001018,20.58,36,15.096
Nb80Ga17.5Cr2.5,12.5,3,0.81929848,0.80278974,0.800080131,0.800002739,0.80000002,38.825,17,3.48
La1Ni1Si1,1.23,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,33,43,16
Pr2Ba4Cu7O14.3,21,4,0.605770442,0.547501273,0.526902305,0.524322097,0.523851043,24.15384615,51,16.92307692
Gd1Ba2Cu2.7Fe0.3O6.9,41,5,0.600412494,0.550032654,0.536085477,0.535004218,0.534888447,24.59689922,56,17.75482243
Th1In2.25Sn0.75,0.21,3,0.643476884,0.584993851,0.56489343,0.562811488,0.562517866,59.4375,41,15.28125
Ho0.95Ca0.05Ba2Cu4O8,81,5,0.614292728,0.557517831,0.536729815,0.533931232,0.533385445,23.77666667,59,16.85362222
C1Pt2W3,1.2,3,0.623609564,0.550321208,0.512897481,0.504110433,0.500861217,64,72,19.33333333
La3Co1Ru3Sn13,5,4,0.68556546,0.65537942,0.650170423,0.650006474,0.650000056,49,30,3.7
Dy1Ba2Cu2.96Zn0.04O6.9,70,5,0.607294956,0.553208977,0.53665189,0.535100989,0.534895234,24.8248062,58,17.99862989
Fe0.05Rh0.04Ti0.91,3.9,3,0.912249966,0.910076071,0.910000121,0.91,0.91,23.12,23,2.0384
Y1.8Bi0.2C2.9,9.35,3,0.697768204,0.635738501,0.602360421,0.59479279,0.592337108,21.26530612,77,18.06913786
Ba1Fe1.918Co0.044Cu0.038As2,8.7,5,0.589308205,0.504554993,0.451997529,0.433425249,0.420767742,34.8316,30,8.46736
Y1Ba2Cu2.79Zn0.21O6.81,0,5,0.600658318,0.54832586,0.533074651,0.531777331,0.531623261,22.84855582,48,15.78745747
Al1Cu1,3.45,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,21,16,8
H0.1La1.89Sr0.11Cu0.995Fe0.005O4,14,6,0.639012237,0.585229354,0.566114558,0.563807224,0.563411573,24.36549296,56,19.09817497
Fe0.99Co0.01Se0.3Te0.7,13.3,4,0.624539831,0.55127802,0.511598296,0.501039095,0.49652509,36.305,26,10.9865
Na0.65Fe1.93Se1.6S0.4,32,4,0.572177392,0.494594287,0.450491797,0.436016107,0.427452535,25.79257642,23,5.90925993
La1.3Ba1.5Ca0.2Cu3O6.7,20,5,0.598994756,0.545959037,0.529531649,0.527833487,0.527576163,23.83464567,49,16.82819766
Y1Rh1Al1,0.9,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,32.33333333,32,12.88888889
Ce1Ga6,0,2,0.868966076,0.858463572,0.857164902,0.857143295,0.857142859,34.85714286,27,6.612244898
Bi1.7Pb0.3Sr2Ca0.7Y0.3Cu2O8.25,71.5,7,0.585124201,0.547742411,0.541205297,0.540992434,0.54098369,25.66557377,75,19.63368987
La1.875Ba0.075Sr0.05Cu1O4,8.8,5,0.647187794,0.593185901,0.574101472,0.571838602,0.571457886,24.85357143,49,19.26122449
Tb2Fe3Si5,0,3,0.6164414,0.542883523,0.508505651,0.502090175,0.500306726,27.8,51,14.88
Mo5.6Ru0.4Se8,5.69,3,0.698102384,0.630474359,0.589461912,0.57792552,0.573022557,37.48571429,10,3.983673469
Ca0.76Pr0.24Fe1As0.9Sb0.1,43,5,0.522302594,0.432397718,0.376765303,0.357266932,0.345057902,30.05333333,39,7.795911111
Al2C1Cr3,0,3,0.623609564,0.550321208,0.512897481,0.504110433,0.500861217,17.33333333,18,6.666666667
Cu0.06Ti2Se2,2,3,0.696813657,0.620653556,0.56586126,0.54388646,0.527967223,28.01477833,12,5.925889975
Y2Ba4Cu7O14.04,36,4,0.60330007,0.543984785,0.522587329,0.519808268,0.519280211,22.82988166,48,15.40026172
Bi1.6Sr0.4Yb0.9Ca0.1Cu3O6.104,0,6,0.583016161,0.526843794,0.507284764,0.504799862,0.504337634,28.81956378,75,21.14417939
Cs0.1Li0.05W1O2.85F0.15,3.3,5,0.729189434,0.696539917,0.687475972,0.686811207,0.68674893,25.01204819,71,25.05385397
Hg0.8Mo0.2Ba2Ca2Cu3O8.4,131.5,6,0.572781393,0.524436408,0.512945704,0.512255682,0.512196911,23.08536585,72,16.20582986
Gd2Rh3Sn5,0,3,0.6164414,0.542883523,0.508505651,0.502090175,0.500306726,51.3,19,5.08
K2.9Ba4.9Si46,3.2,3,0.861543713,0.855434282,0.855021103,0.855018607,0.855018587,18.09479554,42,7.002252595
Lu1Sc4Ir4Si10,7.655,4,0.606976979,0.548038471,0.528455168,0.526561828,0.526326826,31.73684211,63,23.19113573
La2Cu1O4.017,34.7,3,0.655183411,0.597822381,0.576034434,0.573089899,0.57252048,24.95881431,49,19.41671856
Sr0.6La0.4Fe1As1F1,27.05,5,0.469041576,0.371447942,0.313238739,0.292893674,0.279087956,28.4,48,10.9
Sn1Te1,0.1005,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,51,2,1
Ca10Pt4.3Fe9.7As18,33.9,4,0.551528488,0.472676111,0.436751401,0.430359662,0.428779546,32.8952381,58,9.32553288
Bi2Sr1.3Sm0.7Cu1O6.405,8,5,0.608760355,0.569699785,0.561979558,0.561620345,0.561596293,29.72731258,75,24.53147736
B5Mo1.69Zr0.31,11.2,3,0.755283431,0.723419097,0.714914946,0.71433713,0.714287104,15.48285714,37,14.9755102
Ba0.64K0.34Fe2As2,39,4,0.586304119,0.509150356,0.461485873,0.443420455,0.430431352,32.18875502,37,6.771761746
C1Hf0.7Nb0.3,6.1,3,0.628490254,0.555320271,0.515993568,0.505699425,0.501395026,34.35,66,28.35
Y2Pd1Ge2.5Si0.5,3.3,4,0.565194165,0.48570639,0.441667619,0.428238059,0.420942052,35.16666667,32,6.166666667
Y0.97Ca0.03Ba2Cu4O8,81.9,5,0.614425839,0.557535371,0.536730085,0.533931236,0.533385445,22.02866667,48,14.97202578
Ca0.1Ba1.65La1.25Cu3O6.71,0,5,0.600841409,0.546735111,0.529920584,0.528204346,0.527947655,24.10149489,49,17.06548862
C1.45La0.5Th0.5,14.2,3,0.658459829,0.607591325,0.592986435,0.591934714,0.591839548,33.55102041,84,32.61141191
Bi1Sr0.95Nd0.05Cu1OY,8.01,6,0.442944692,0.338714872,0.273402511,0.249472123,0.232966702,39.62,75,17.7596
Nd1Fe1As0.7P0.3F0.1O0.9,29.5,6,0.460977223,0.364524934,0.306304439,0.285944064,0.272609937,30.425,52,15.68875
Th0.67Nd0.33Ru2,1.51,3,0.711633489,0.675891217,0.667244523,0.666712069,0.666667854,56.03333333,46,16.04444444
Ag4Cu9,0,2,0.757604446,0.712001721,0.694692343,0.69264598,0.692328509,34.53846154,18,7.668639053
Na0.48Co1O2,0,3,0.657185856,0.600163559,0.578349793,0.575355667,0.57476878,13.87356322,19,7.543929185
Y0.7Pr0.3Ba2Cu3O6.98,57.4,5,0.608094009,0.5557825,0.539524858,0.537970439,0.537762152,23.10015408,51,16.24022735
Ca0.25Na0.75Fe2As2,33.4,4,0.587367006,0.508520639,0.459820975,0.44166871,0.428710564,26.25,22,5.4
Dy5Ir4Si10,0,3,0.624965373,0.557579781,0.530612431,0.527023522,0.526372679,40.94736842,63,28.36565097
Zr0.5Hf0.5V2,10.1,3,0.707106781,0.673540003,0.66692688,0.666678292,0.666666794,34,49,14.66666667
Pd32Zr68,2.24,2,0.751531769,0.70284556,0.683110081,0.680495392,0.680036209,41.92,6,2.6112
Ba4Y1Cu2.37S0.5O9.85,0,5,0.617912066,0.570678718,0.557181533,0.556017296,0.55587589,23.61907449,48,17.79429131
Mo0.93Pt0.17,2.8,2,0.859463604,0.847172394,0.845489053,0.845455369,0.845454549,47.56363636,36,9.407603306
Ba3Sr3Nb10O30,0,4,0.693611136,0.660552133,0.6527124,0.652216524,0.652175018,20.26086957,48,15.99243856
Gd1.15Ba1.85Cu3O6.99,48,4,0.609109967,0.555820803,0.539815252,0.53831942,0.538117737,24.64357198,56,17.91201973
Tl1Ba0.3Sr0.7La1Cu1O5.11,25,6,0.598138945,0.565605102,0.56102411,0.560924779,0.560922078,27.58287596,73,21.96893439
Mo1Ru1,10,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,43,2,1
